config,seed,teste,f1_macro,accuracy,f1_negativo,f1_positivo,contribuidor
C1,9001,T5,0.847931187468417,0.8496268656716418,0.8318731748018356,0.8639892001349984,sebastiao
C1,9001,T6,0.847931187468417,0.8496268656716418,0.8318731748018356,0.8639892001349984,sebastiao
C1,9001,T7,0.847931187468417,0.8496268656716418,0.8318731748018356,0.8639892001349984,sebastiao
C1,91011,T1,0.942163977792861,0.9421641791044776,0.9422718808193667,0.9420560747663552,pedro
C1,91011,T2,0.9174421277372176,0.9175373134328358,0.9146388567014292,0.9202453987730062,pedro
C1,91011,T3,0.9552118080391464,0.9552238805970148,0.9544764795144158,0.9559471365638766,pedro
C1,91011,T4,0.9473511078378553,0.9473880597014924,0.9459563050977386,0.9487459105779716,pedro
C1,91011,T5,0.8957805856007105,0.8958955223880597,0.8923195677344654,0.8992416034669556,pedro
C1,91011,T6,0.8957805856007105,0.8958955223880597,0.8923195677344654,0.8992416034669556,pedro
C1,91011,T7,0.8957805856007105,0.8958955223880597,0.8923195677344654,0.8992416034669556,pedro
C2,1234,T1,0.925353013398577,0.9253731343283582,0.9265785609397944,0.9241274658573596,pedro
C2,1234,T2,0.9167420688406176,0.9167910447761194,0.9147227533460804,0.9187613843351548,pedro
C2,1234,T3,0.9514682119574304,0.9514925373134328,0.950381679389313,0.9525547445255474,pedro
C2,1234,T4,0.9495953627733752,0.9496268656716418,0.9483352468427096,0.9508554787040407,pedro
C2,1234,T5,0.884408183775522,0.8847014925373134,0.8785854616895874,0.8902309058614565,pedro
C2,1234,T6,0.884408183775522,0.8847014925373134,0.8785854616895874,0.8902309058614565,pedro
C2,1234,T7,0.884408183775522,0.8847014925373134,0.8785854616895874,0.8902309058614565,pedro
C2,2718,T1,0.939922353526624,0.9399253731343284,0.9394964299135664,0.9403482771396814,sebastiao
C2,2718,T2,0.9184987157660848,0.9186567164179104,0.9149102263856362,0.9220872051465332,sebastiao
C2,2718,T3,0.9540791016867056,0.9541044776119404,0.9529996178830722,0.955158585490339,sebastiao
C2,2718,T4,0.9480892215459552,0.948134328358209,0.946559015763168,0.9496194273287424,sebastiao
C2,2718,T5,0.8919983964023636,0.8921641791044777,0.8877669902912622,0.896229802513465,sebastiao
C2,2718,T6,0.8919983964023636,0.8921641791044777,0.8877669902912622,0.896229802513465,sebastiao
C2,2718,T7,0.8919983964023636,0.8921641791044777,0.8877669902912622,0.896229802513465,sebastiao
C2,4242,T1,0.9410383401173218,0.941044776119403,0.9416543574593796,0.940422322775264,sebastiao
C2,4242,T2,0.923434024420003,0.9235074626865672,0.9210627647285328,0.925805284111473,sebastiao
C2,4242,T3,0.9593188370133964,0.9593283582089552,0.9586964759378552,0.959941198088938,sebastiao
C2,4242,T4,0.9522148548503928,0.9522388059701492,0.9511450381679388,0.9532846715328468,sebastiao
C2,4242,T5,0.8973159904639019,0.8973880597014925,0.8945956305097739,0.9000363504180298,sebastiao
C2,4242,T6,0.8973159904639019,0.8973880597014925,0.8945956305097739,0.9000363504180298,sebastiao
C2,4242,T7,0.8973159904639019,0.8973880597014925,0.8945956305097739,0.9000363504180298,sebastiao
C2,5678,T1,0.938801846192576,0.9388059701492536,0.9393042190969652,0.9382994732881866,pedro
C2,5678,T2,0.9227038439497116,0.9227611940298508,0.9205983889528192,0.9248092989466036,pedro
C2,5678,T3,0.9522148548503928,0.9522388059701492,0.9511450381679388,0.9532846715328468,pedro
C2,5678,T4,0.9492229359418806,0.9492537313432836,0.9479724560061208,0.9504734158776402,pedro
C2,5678,T5,0.8946775188846319,0.8947761194029851,0.8914549653579676,0.8979000724112962,pedro
C2,5678,T6,0.8946775188846319,0.8947761194029851,0.8914549653579676,0.8979000724112962,pedro
C2,5678,T7,0.8946775188846319,0.8947761194029851,0.8914549653579676,0.8979000724112962,pedro
C2,9001,T1,0.9384324157925448,0.9384328358208956,0.9382716049382716,0.938593226646818,sebastiao
C2,9001,T2,0.9169375104707655,0.9171641791044776,0.9125984251968504,0.9212765957446808,sebastiao
C2,9001,T3,0.95108109143731,0.9511194029850746,0.9497120921305182,0.9524500907441016,sebastiao
C2,9001,T4,0.9458274522104309,0.9458955223880596,0.943907156673114,0.9477477477477476,sebastiao
C2,9001,T5,0.8763200775978237,0.8768656716417911,0.86810551558753,0.8845346396081175,sebastiao
C2,9001,T6,0.8763200775978237,0.8768656716417911,0.86810551558753,0.8845346396081175,sebastiao
C2,9001,T7,0.8763200775978237,0.8768656716417911,0.86810551558753,0.8845346396081175,sebastiao
C2,91011,T1,0.9402982082222512,0.9402985074626866,0.9401645474943904,0.9404318689501115,pedro
C2,91011,T2,0.918880484853557,0.9190298507462686,0.9153996101364522,0.922361359570662,pedro
C2,91011,T3,0.9533272709870196,0.9533582089552238,0.9521256223669092,0.9545289196071298,pedro
C2,91011,T4,0.948084533631124,0.948134328358209,0.9464767038891028,0.9496923633731452,pedro
C2,91011,T5,0.8866353421482578,0.8869402985074627,0.8807556080283353,0.8925150762681802,pedro
C2,91011,T6,0.8866353421482578,0.8869402985074627,0.8807556080283353,0.8925150762681802,pedro
C2,91011,T7,0.8866353421482578,0.8869402985074627,0.8807556080283353,0.8925150762681802,pedro
C3,1234,T1,0.9231322307191496,0.923134328358209,0.9227306826706676,0.9235337787676318,pedro
C3,1234,T2,0.880539019257934,0.8809701492537313,0.8733624454148472,0.8877155931010208,pedro
C3,1234,T3,0.920708952620194,0.9208955223880596,0.9168627450980392,0.9245551601423488,pedro
C3,1234,T4,0.9164744398285156,0.9167910447761194,0.9113320079522864,0.9216168717047452,pedro
C3,1234,T5,0.7320371890500291,0.7421641791044776,0.6799444187123669,0.7841299593876914,pedro
C3,1234,T6,0.7320371890500291,0.7421641791044776,0.6799444187123669,0.7841299593876914,pedro
C3,1234,T7,0.7320371890500291,0.7421641791044776,0.6799444187123669,0.7841299593876914,pedro
C3,2718,T1,0.9227521489414764,0.9227611940298508,0.9219162580158432,0.9235880398671096,sebastiao
C3,2718,T2,0.8786044545253227,0.8791044776119403,0.8708133971291866,0.8863955119214586,sebastiao
C3,2718,T3,0.9259397379698132,0.9261194029850748,0.9222919937205653,0.9295874822190612,sebastiao
C3,2718,T4,0.9202199806433804,0.9205223880597015,0.9153081510934392,0.9251318101933216,sebastiao
C3,2718,T5,0.7705581104021358,0.7757462686567164,0.7360562143170839,0.8050600064871878,sebastiao
C3,2718,T6,0.7705581104021358,0.7757462686567164,0.7360562143170839,0.8050600064871878,sebastiao
C3,2718,T7,0.7705581104021358,0.7757462686567164,0.7360562143170839,0.8050600064871878,sebastiao
C3,4242,T1,0.9272379853916264,0.9272388059701492,0.9269936353425684,0.9274823354406844,sebastiao
C3,4242,T2,0.8880185963027913,0.8884328358208955,0.8812077870480731,0.8948294055575097,sebastiao
C3,4242,T3,0.939105776043802,0.939179104477612,0.9369926555856204,0.9412188965019834,sebastiao
C3,4242,T4,0.9315948059251584,0.9317164179104478,0.9287105570705104,0.9344790547798066,sebastiao
C3,4242,T5,0.8004433929388731,0.8041044776119403,0.7734138972809668,0.8274728885967795,sebastiao
C3,4242,T6,0.8004433929388731,0.8041044776119403,0.7734138972809668,0.8274728885967795,sebastiao
C3,4242,T7,0.8004433929388731,0.8041044776119403,0.7734138972809668,0.8274728885967795,sebastiao
C3,5678,T1,0.9298475816741568,0.9298507462686568,0.9303187546330616,0.9293764087152516,pedro
C3,5678,T2,0.8968934208501442,0.8970149253731343,0.893353941267388,0.9004329004329005,pedro
C3,5678,T3,0.952599737819563,0.9526119402985076,0.9518392112248768,0.953360264414249,pedro
C3,5678,T4,0.9510988073474362,0.9511194029850746,0.950095238095238,0.9521023765996344,pedro
C3,5678,T5,0.870114243313524,0.8701492537313433,0.8679817905918058,0.8722466960352423,pedro
C3,5678,T6,0.870114243313524,0.8701492537313433,0.8679817905918058,0.8722466960352423,pedro
C3,5678,T7,0.870114243313524,0.8701492537313433,0.8679817905918058,0.8722466960352423,pedro
C3,9001,T1,0.9208679786626556,0.9208955223880596,0.9193916349809886,0.9223443223443224,sebastiao
C3,9001,T2,0.8792178440043645,0.8798507462686567,0.8704746580852776,0.8879610299234516,sebastiao
C3,9001,T3,0.9331176885812242,0.9332089552238806,0.9306470360325456,0.9355883411299027,sebastiao
C3,9001,T4,0.9270591654010888,0.9272388059701492,0.9234393404004712,0.9306789904017064,sebastiao
C3,9001,T5,0.8079329390109782,0.8100746268656717,0.7876512307050479,0.8282146473169085,sebastiao
C3,9001,T6,0.8079329390109782,0.8100746268656717,0.7876512307050479,0.8282146473169085,sebastiao
C3,9001,T7,0.8079329390109782,0.8100746268656717,0.7876512307050479,0.8282146473169085,sebastiao
C3,91011,T1,0.929079792197663,0.9291044776119404,0.9304029304029304,0.9277566539923956,pedro
C3,91011,T2,0.8954196481729657,0.8955223880597015,0.8921417565485362,0.8986975397973951,pedro
C3,91011,T3,0.947757004348756,0.9477611940298508,0.947289156626506,0.948224852071006,pedro
C3,91011,T4,0.954465338173132,0.9544776119402985,0.9537177541729894,0.9552129221732746,pedro
C3,91011,T5,0.8499144087517052,0.85,0.8463302752293578,0.8534985422740525,pedro
C3,91011,T6,0.8499144087517052,0.85,0.8463302752293578,0.8534985422740525,pedro
C3,91011,T7,0.8499144087517052,0.85,0.8463302752293578,0.8534985422740525,pedro
C4,1234,T1,0.6391315517242171,0.6720149253731343,0.7480653482373173,0.530197755211117,pedro
C4,1234,T2,0.4793060477538189,0.5708955223880597,0.6976866456361724,0.2609254498714653,pedro
C4,1234,T3,0.6388041911177385,0.6746268656716418,0.7525539160045402,0.5250544662309368,pedro
C4,1234,T4,0.5894774498660388,0.6395522388059701,0.7328539823008849,0.4461009174311927,pedro
C4,1234,T5,0.6151073649818926,0.6514925373134328,0.7334474885844748,0.4967672413793103,pedro
C4,1234,T6,0.6151073649818926,0.6514925373134328,0.7334474885844748,0.4967672413793103,pedro
C4,1234,T7,0.6151073649818926,0.6514925373134328,0.7334474885844748,0.4967672413793103,pedro
C4,2718,T1,0.5151972178739066,0.5929104477611941,0.7092992272848387,0.3210952084629745,sebastiao
C4,2718,T2,0.3601272599166519,0.5123134328358209,0.6721845999498369,0.0480699198834668,sebastiao
C4,2718,T3,0.5128362883830192,0.5925373134328358,0.7098831030818279,0.3157894736842105,sebastiao
C4,2718,T4,0.4010427231801278,0.5313432835820896,0.6804071246819339,0.1216783216783216,sebastiao
C4,2718,T5,0.5091813117216599,0.5899253731343284,0.7082559065569418,0.3101067168863779,sebastiao
C4,2718,T6,0.5091813117216599,0.5899253731343284,0.7082559065569418,0.3101067168863779,sebastiao
C4,2718,T7,0.5091813117216599,0.5899253731343284,0.7082559065569418,0.3101067168863779,sebastiao
C4,4242,T1,0.7525613086491973,0.7600746268656716,0.7956784238957737,0.7094441934026209,sebastiao
C4,4242,T2,0.596183415498363,0.6425373134328358,0.7329988851727982,0.4593679458239277,sebastiao
C4,4242,T3,0.8117048694889231,0.8164179104477612,0.8414948453608248,0.7819148936170213,sebastiao
C4,4242,T4,0.7679931266245419,0.7772388059701493,0.8143079315707621,0.7216783216783217,sebastiao
C4,4242,T5,0.6881689573199408,0.7063432835820895,0.7634505560565074,0.6128873585833743,sebastiao
C4,4242,T6,0.6881689573199408,0.7063432835820895,0.7634505560565074,0.6128873585833743,sebastiao
C4,4242,T7,0.6881689573199408,0.7063432835820895,0.7634505560565074,0.6128873585833743,sebastiao
C4,5678,T1,0.6456536150430608,0.6757462686567164,0.7489164981219301,0.5423907319641916,pedro
C4,5678,T2,0.4343549735302313,0.5477611940298508,0.6876288659793814,0.1810810810810811,pedro
C4,5678,T3,0.6273724593594389,0.6652985074626866,0.7462517680339462,0.5084931506849315,pedro
C4,5678,T4,0.5385287845540481,0.607089552238806,0.716401831403178,0.360655737704918,pedro
C4,5678,T5,0.5791753066877721,0.6298507462686567,0.725207756232687,0.4331428571428571,pedro
C4,5678,T6,0.5791753066877721,0.6298507462686567,0.725207756232687,0.4331428571428571,pedro
C4,5678,T7,0.5791753066877721,0.6298507462686567,0.725207756232687,0.4331428571428571,pedro
C4,9001,T1,0.6456655578898225,0.6753731343283582,0.7482638888888888,0.5430672268907563,sebastiao
C4,9001,T2,0.4459590173398814,0.5537313432835821,0.6903158984981874,0.2016021361815754,sebastiao
C4,9001,T3,0.56128063733495,0.621268656716418,0.723508580768183,0.399052693901717,sebastiao
C4,9001,T4,0.4399549009153114,0.5507462686567164,0.6890495867768595,0.1908602150537634,sebastiao
C4,9001,T5,0.564529047454025,0.6205223880597015,0.7206811315572645,0.4083769633507853,sebastiao
C4,9001,T6,0.564529047454025,0.6205223880597015,0.7206811315572645,0.4083769633507853,sebastiao
C4,9001,T7,0.564529047454025,0.6205223880597015,0.7206811315572645,0.4083769633507853,sebastiao
C4,91011,T1,0.6861919724906622,0.7052238805970149,0.7634730538922155,0.6089108910891089,pedro
C4,91011,T2,0.4345963043284296,0.5473880597014925,0.6871292236265153,0.1820633850303439,pedro
C4,91011,T3,0.6979008565215461,0.7156716417910448,0.7711711711711712,0.6246305418719211,pedro
C4,91011,T4,0.6185228094148868,0.6567164179104478,0.7392290249433107,0.4978165938864629,pedro
C4,91011,T5,0.6687768529612514,0.6873134328358209,0.7471333735666867,0.5904203323558163,pedro
C4,91011,T6,0.6687768529612514,0.6873134328358209,0.7471333735666867,0.5904203323558163,pedro
C4,91011,T7,0.6687768529612514,0.6873134328358209,0.7471333735666867,0.5904203323558163,pedro
