config,seed,teste,f1_macro,accuracy,f1_negativo,f1_positivo
C2,5678,T2,0.9227038439497116,0.9227611940298508,0.9205983889528192,0.9248092989466036
C2,5678,T3,0.9522148548503928,0.9522388059701492,0.9511450381679388,0.9532846715328468
C2,5678,T4,0.9492229359418806,0.9492537313432836,0.9479724560061208,0.9504734158776402
C2,5678,T5,0.8946775188846319,0.8947761194029851,0.8914549653579676,0.8979000724112962
C2,5678,T6,0.8946775188846319,0.8947761194029851,0.8914549653579676,0.8979000724112962
C2,5678,T7,0.8946775188846319,0.8947761194029851,0.8914549653579676,0.8979000724112962
C2,91011,T1,0.9402982082222512,0.9402985074626866,0.9401645474943904,0.9404318689501115
C2,91011,T2,0.918880484853557,0.9190298507462686,0.9153996101364522,0.922361359570662
C2,91011,T3,0.9533272709870196,0.9533582089552238,0.9521256223669092,0.9545289196071298
C2,91011,T4,0.948084533631124,0.948134328358209,0.9464767038891028,0.9496923633731452
C2,91011,T5,0.8866353421482578,0.8869402985074627,0.8807556080283353,0.8925150762681802
C2,91011,T6,0.8866353421482578,0.8869402985074627,0.8807556080283353,0.8925150762681802
C2,91011,T7,0.8866353421482578,0.8869402985074627,0.8807556080283353,0.8925150762681802
C3,1234,T1,0.9231322307191496,0.923134328358209,0.9227306826706676,0.9235337787676318
C3,1234,T2,0.880539019257934,0.8809701492537313,0.8733624454148472,0.8877155931010208
C3,1234,T3,0.920708952620194,0.9208955223880596,0.9168627450980392,0.9245551601423488
C3,1234,T4,0.9164744398285156,0.9167910447761194,0.9113320079522864,0.9216168717047452
C3,1234,T5,0.7320371890500291,0.7421641791044776,0.6799444187123669,0.7841299593876914
C3,1234,T6,0.7320371890500291,0.7421641791044776,0.6799444187123669,0.7841299593876914
C3,1234,T7,0.7320371890500291,0.7421641791044776,0.6799444187123669,0.7841299593876914
C3,5678,T1,0.9298475816741568,0.9298507462686568,0.9303187546330616,0.9293764087152516
C3,5678,T2,0.8968934208501442,0.8970149253731343,0.893353941267388,0.9004329004329005
C3,5678,T3,0.952599737819563,0.9526119402985076,0.9518392112248768,0.953360264414249
C3,5678,T4,0.9510988073474362,0.9511194029850746,0.950095238095238,0.9521023765996344
C3,5678,T5,0.870114243313524,0.8701492537313433,0.8679817905918058,0.8722466960352423
C3,5678,T6,0.870114243313524,0.8701492537313433,0.8679817905918058,0.8722466960352423
C3,5678,T7,0.870114243313524,0.8701492537313433,0.8679817905918058,0.8722466960352423
C3,91011,T1,0.929079792197663,0.9291044776119404,0.9304029304029304,0.9277566539923956
C3,91011,T2,0.8954196481729657,0.8955223880597015,0.8921417565485362,0.8986975397973951
C3,91011,T3,0.947757004348756,0.9477611940298508,0.947289156626506,0.948224852071006
C3,91011,T4,0.954465338173132,0.9544776119402985,0.9537177541729894,0.9552129221732746
C3,91011,T5,0.8499144087517052,0.85,0.8463302752293578,0.8534985422740525
C3,91011,T6,0.8499144087517052,0.85,0.8463302752293578,0.8534985422740525
C3,91011,T7,0.8499144087517052,0.85,0.8463302752293578,0.8534985422740525
C4,1234,T1,0.6391315517242171,0.6720149253731343,0.7480653482373173,0.530197755211117
C4,1234,T2,0.4793060477538189,0.5708955223880597,0.6976866456361724,0.2609254498714653
C4,1234,T3,0.6388041911177385,0.6746268656716418,0.7525539160045402,0.5250544662309368
C4,1234,T4,0.5894774498660388,0.6395522388059701,0.7328539823008849,0.4461009174311927
C4,1234,T5,0.6151073649818926,0.6514925373134328,0.7334474885844748,0.4967672413793103
C4,1234,T6,0.6151073649818926,0.6514925373134328,0.7334474885844748,0.4967672413793103
C4,1234,T7,0.6151073649818926,0.6514925373134328,0.7334474885844748,0.4967672413793103
C4,5678,T1,0.6456536150430608,0.6757462686567164,0.7489164981219301,0.5423907319641916
C4,5678,T2,0.4343549735302313,0.5477611940298508,0.6876288659793814,0.1810810810810811
C4,5678,T3,0.6273724593594389,0.6652985074626866,0.7462517680339462,0.5084931506849315
C4,5678,T4,0.5385287845540481,0.607089552238806,0.716401831403178,0.360655737704918
C4,5678,T5,0.5791753066877721,0.6298507462686567,0.725207756232687,0.4331428571428571
C4,5678,T6,0.5791753066877721,0.6298507462686567,0.725207756232687,0.4331428571428571
C4,5678,T7,0.5791753066877721,0.6298507462686567,0.725207756232687,0.4331428571428571
C4,91011,T1,0.6861919724906622,0.7052238805970149,0.7634730538922155,0.6089108910891089
C4,91011,T2,0.4345963043284296,0.5473880597014925,0.6871292236265153,0.1820633850303439
C4,91011,T3,0.6979008565215461,0.7156716417910448,0.7711711711711712,0.6246305418719211
C4,91011,T4,0.6185228094148868,0.6567164179104478,0.7392290249433107,0.4978165938864629
C4,91011,T5,0.6687768529612514,0.6873134328358209,0.7471333735666867,0.5904203323558163
C4,91011,T6,0.6687768529612514,0.6873134328358209,0.7471333735666867,0.5904203323558163
C4,91011,T7,0.6687768529612514,0.6873134328358209,0.7471333735666867,0.5904203323558163
